row_index	gene
8203	ZNF282
8204	ZNF212
8205	ZNF783
8206	ZNF777
8207	ZNF746
8208	KRBA1
8209	ZNF467
8210	SSPO
8211	ZNF862
8212	AC004877.1
8213	ATP6V0E2-AS1
8214	ATP6V0E2
8215	ACTR3C
8216	LRRC61
8217	ZBED6CL
8218	RARRES2
8219	REPIN1
8220	ZNF775
8221	AC073111.5
8222	LINC00996
8223	GIMAP8
8224	GIMAP7
8225	GIMAP4
8226	GIMAP6
8227	GIMAP2
8228	GIMAP1
8229	GIMAP5
8230	TMEM176B
8231	TMEM176A
8232	AOC1
8233	KCNH2
8234	NOS3
8235	ATG9B
8236	ABCB8
8237	ASIC3
8238	CDK5
8239	SLC4A2
8240	FASTK
8241	TMUB1
8242	AGAP3
8243	ABCF2.1
8244	CHPF2
8245	SMARCD3
8246	AC021097.1
8247	AC005486.1
8248	NUB1
8249	WDR86
8250	CRYGN
8251	RHEB
8252	PRKAG2
8253	PRKAG2-AS1
8254	GALNT11
8255	KMT2C
8256	LINC01003
8257	XRCC2
8258	ACTR3B
8259	DPP6
8260	PAXIP1-AS2
8261	PAXIP1
8262	AC093726.2
8263	PAXIP1-AS1
8264	AC144652.1
8265	INSIG1
8266	CNPY1
8267	AC009403.1
8268	RBM33
8269	SHH
8270	AC021218.1
8271	AC073133.1
8272	LINC01006
8273	RNF32
8274	AC005534.1
8275	LMBR1
8276	NOM1
8277	MNX1
8278	MNX1-AS2
8279	MNX1-AS1
8280	UBE3C
8281	DNAJB6
8282	AC006372.3
8283	PTPRN2
8284	AC011899.2
8285	AC078942.1
8286	LINC01022
8287	NCAPG2
8288	ESYT2
8289	WDR60
8290	VIPR2
8291	PLCXD1
8292	GTPBP6
8293	LINC00685
8294	PPP2R3B
8295	AL732314.6
8296	AL672277.1
8297	CRLF2
8298	CSF2RA
8299	IL3RA
8300	SLC25A6
8301	LINC00106
8302	ASMTL-AS1
8303	ASMTL
8304	P2RY8
8305	AKAP17A
8306	ASMT
8307	DHRSX
8308	ZBED1
8309	CD99
8310	XG
8311	GYG2
8312	ARSD
8313	ARSE
8314	LINC01546
8315	MXRA5
8316	PRKX
8317	BX890604.1
8318	AC110995.1
8319	NLGN4X
8320	AC097347.1
8321	PUDP
8322	STS
8323	PNPLA4
8324	ANOS1
8325	TBL1X
8326	GPR143
8327	SHROOM2
8328	CLDN34
8329	WWC3
8330	CLCN4
8331	MID1
8332	AC073529.1
8333	HCCS
8334	ARHGAP6
8335	MSL3
8336	FRMPD4
8337	PRPS2
8338	TLR7
8339	TLR8
8340	TMSB4X
8341	EGFL6
8342	TCEANC
8343	RAB9A
8344	TRAPPC2
8345	OFD1
8346	GPM6B
8347	GEMIN8
8348	FANCB
8349	MOSPD2
8350	ASB9
8351	ASB11
8352	PIGA
8353	VEGFD
8354	PIR
8355	BMX
8356	ACE2
8357	CLTRN
8358	CA5B
8359	ZRSR2
8360	AP1S2
8361	CTPS2
8362	SYAP1
8363	TXLNG
8364	RBBP7
8365	REPS2
8366	NHS
8367	SCML1
8368	RAI2
8369	SCML2
8370	CDKL5
8371	PPEF1
8372	PHKA2
8373	ADGRG2
8374	PDHA1
8375	MAP3K15
8376	SH3KBP1
8377	BCLAF3
8378	MAP7D2
8379	EIF1AX
8380	RPS6KA3
8381	CNKSR2
8382	MBTPS2
8383	YY2
8384	SMS
8385	PHEX
8386	PTCHD1
8387	PRDX4
8388	ACOT9
8389	SAT1
8390	APOO
8391	KLHL15
8392	EIF2S3
8393	ZFX
8394	PDK3
8395	POLA1
8396	ARX
8397	IL1RAPL1
8398	NR0B1
8399	CXORF21
8400	GK
8401	TAB3
8402	DMD
8403	AL591501.1
8404	TMEM47
8405	CFAP47
8406	PRRG1
8407	LANCL3
8408	XK
8409	CYBB
8410	DYNLT3
8411	SYTL5
8412	SRPX
8413	RPGR
8414	TSPAN7
8415	MID1IP1
8416	MID1IP1-AS1
8417	AC092198.1
8418	BCOR
8419	ATP6AP2
8420	CXORF38
8421	MED14
8422	MED14OS
8423	USP9X
8424	AL109797.1
8425	DDX3X
8426	NYX
8427	CASK
8428	GPR34
8429	GPR82
8430	PPP1R2C
8431	MAOA
8432	MAOB
8433	EFHC2
8434	FUNDC1
8435	KDM6A
8436	CXORF36
8437	MIR222HG
8438	AC234772.3
8439	AC234772.2
8440	LINC01186
8441	KRBOX4
8442	ZNF674
8443	ZNF674-AS1
8444	CHST7
8445	SLC9A7
8446	RP2
8447	LINC01545
8448	JADE3
8449	RGN
8450	NDUFB11
8451	RBM10
8452	UBA1
8453	CDK16
8454	USP11
8455	ZNF157
8456	ZNF41
8457	LINC01560
8458	ARAF
8459	SYN1
8460	TIMP1
8461	CFP
8462	ELK1
8463	UXT
8464	UXT-AS1
8465	ZNF81
8466	ZNF182
8467	ZNF630
8468	SSX5
8469	SLC38A5
8470	FTSJ1
8471	AF196972.1
8472	PORCN
8473	EBP
8474	TBC1D25
8475	AC115618.1
8476	RBM3
8477	WDR13
8478	WAS
8479	SUV39H1
8480	GLOD5
8481	GATA1
8482	HDAC6
8483	ERAS
8484	PCSK1N
8485	TIMM17B
8486	PQBP1
8487	SLC35A2
8488	PIM2
8489	OTUD5
8490	KCND1
8491	GRIPAP1
8492	TFE3
8493	CCDC120
8494	PRAF2
8495	WDR45
8496	GPKOW
8497	MAGIX
8498	PLP2
8499	PRICKLE3
8500	SYP
8501	CACNA1F
8502	CCDC22
8503	FOXP3
8504	PPP1R3F
8505	AC232271.1
8506	USP27X-AS1
8507	USP27X
8508	CLCN5
8509	CCNB3
8510	SHROOM4
8511	NUDT10
8512	AC233976.1
8513	NUDT11
8514	GSPT2
8515	MAGED1
8516	MAGED4B
8517	MAGED4
8518	XAGE3
8519	FAM156B
8520	FAM156A
8521	GPR173
8522	TSPYL2
8523	KANTR
8524	KDM5C
8525	IQSEC2
8526	SMC1A
8527	RIBC1
8528	HSD17B10
8529	HUWE1
8530	PHF8
8531	FAM120C
8532	WNK3
8533	TSR2
8534	FGD1
8535	GNL3L
8536	MAGED2
8537	TRO
8538	PFKFB1
8539	APEX2
8540	FAM104B
8541	PAGE5
8542	MAGEH1
8543	USP51
8544	RRAGB
8545	AL445472.1
8546	KLF8
8547	UBQLN2
8548	NBDY
8549	SPIN3
8550	SPIN2B
8551	AL022157.1
8552	SPIN2A
8553	FAAH2
8554	ZXDB
8555	ZXDA
8556	SPIN4
8557	ARHGEF9
8558	AMER1
8559	MTMR8
8560	ZC4H2
8561	ZC3H12B
8562	LAS1L
8563	MSN
8564	AL034397.3
8565	VSIG4
8566	HEPH
8567	EDA2R
8568	AR
8569	AL157700.1
8570	OPHN1
8571	YIPF6
8572	STARD8
8573	EFNB1
8574	PJA1
8575	FAM155B
8576	EDA
8577	IGBP1
8578	PDZD11
8579	KIF4A
8580	GDPD2
8581	DLG3
8582	DLG3-AS1
8583	TEX11
8584	SLC7A3
8585	SNX12
8586	FOXO4
8587	AL590764.2
8588	IL2RG
8589	MED12
8590	NLGN3
8591	AL590764.1
8592	GJB1
8593	ZMYM3
8594	NONO
8595	ITGB1BP2
8596	TAF1
8597	OGT
8598	GCNA
8599	CXCR3
8600	LINC00891
8601	NHSL2
8602	RTL5
8603	PIN4
8604	ERCC6L
8605	RPS4X
8606	CITED1
8607	HDAC8
8608	PHKA1
8609	DMRTC1B
8610	NAP1L2
8611	CHIC1
8612	TSIX
8613	XIST
8614	JPX
8615	FTX
8616	AL353804.1
8617	SLC16A2
8618	RLIM
8619	NEXMIF
8620	ABCB7
8621	UPRT
8622	ZDHHC15
8623	PBDC1
8624	MAGEE1
8625	ATRX
8626	MAGT1
8627	COX7B
8628	ATP7A
8629	PGK1
8630	TAF9B
8631	CYSLTR1
8632	LPAR4
8633	P2RY10
8634	GPR174
8635	ITM2A
8636	BRWD3
8637	HMGN5
8638	SH3BGRL
8639	RPS6KA6
8640	HDX
8641	APOOL
8642	ZNF711
8643	POF1B
8644	CHM
8645	DACH2
8646	KLHL4
8647	PABPC5
8648	NAP1L3
8649	DIAPH2
8650	RPA4
8651	PCDH19
8652	TNMD
8653	TSPAN6
8654	SRPX2
8655	SYTL4
8656	CSTF2
8657	TRMT2B
8658	TMEM35A
8659	CENPI
8660	DRP2
8661	TAF7L
8662	TIMM8A
8663	BTK
8664	RPL36A
8665	RPL36A-HNRNPH2
8666	GLA
8667	HNRNPH2
8668	ARMCX4
8669	ARMCX1
8670	ARMCX6
8671	ARMCX3
8672	ARMCX2
8673	ZMAT1
8674	TCEAL2
8675	TCEAL6
8676	BEX5
8677	TMSB15A
8678	ARMCX5
8679	GPRASP1
8680	GPRASP2
8681	BHLHB9
8682	LINC00630
8683	Z68871.1
8684	RAB40AL
8685	BEX1
8686	NXF3
8687	BEX4
8688	TCEAL8
8689	TCEAL5
8690	BEX2
8691	TCEAL7
8692	TCEAL9
8693	BEX3
8694	AL606763.1
8695	RAB40A
8696	TCEAL4
8697	TCEAL3
8698	TCEAL1
8699	MORF4L2
8700	MORF4L2-AS1
8701	PLP1
8702	RAB9B
8703	TMSB15B-AS1
8704	TMSB15B
8705	TMSB15B.1
8706	SLC25A53
8707	ZCCHC18
8708	FAM199X
8709	IL1RAPL2
8710	NRK
8711	MUM1L1
8712	CXORF57
8713	RNF128
8714	TBC1D8B
8715	MORC4
8716	CLDN2
8717	RBM41
8718	NUP62CL
8719	FRMPD3
8720	PRPS1
8721	TSC22D3
8722	MID2
8723	VSIG1
8724	PSMD10
8725	ATG4A
8726	COL4A6
8727	COL4A5
8728	AL035425.1
8729	NXT2
8730	KCNE5
8731	ACSL4
8732	TMEM164
8733	AMMECR1
8734	PAK3
8735	CAPN6
8736	DCX
8737	ALG13
8738	LHFPL1
8739	AMOT
8740	IL13RA2
8741	LRCH2
8742	PLS3-AS1
8743	PLS3
8744	DANT2
8745	SLC6A14
8746	KLHL13
8747	WDR44
8748	DOCK11
8749	IL13RA1
8750	ZCCHC12
8751	LINC01285
8752	LONRF3
8753	PGRMC1
8754	SLC25A43
8755	SLC25A5
8756	CXORF56
8757	UBE2A
8758	NKRF
8759	SEPT6
8760	SOWAHD
8761	RPL39
8762	UPF3B
8763	RNF113A
8764	NDUFA1
8765	NKAP
8766	RHOXF1-AS1
8767	RHOXF1
8768	ZBTB33
8769	TMEM255A
8770	LAMP2
8771	CUL4B
8772	MCTS1
8773	C1GALT1C1
8774	GLUD2
8775	AL359851.1
8776	GRIA3
8777	THOC2
8778	XIAP
8779	AL121601.1
8780	STAG2
8781	SH2D1A
8782	TENM1
8783	DCAF12L2
8784	DCAF12L1
8785	SMARCA1
8786	OCRL
8787	APLN
8788	XPNPEP2
8789	SASH3
8790	ZDHHC9
8791	UTP14A
8792	BCORL1
8793	ELF4
8794	AIFM1
8795	RAB33A
8796	ZNF280C
8797	SLC25A14
8798	RBMX2
8799	ENOX2
8800	IGSF1
8801	FIRRE
8802	STK26
8803	RAP2C
8804	RAP2C-AS1
8805	MBNL3
8806	HS6ST2
8807	GPC4
8808	GPC3
8809	CCDC160
8810	PHF6
8811	HPRT1
8812	MIR503HG
8813	FAM122B
8814	FAM122C
8815	MOSPD1
8816	SMIM10
8817	RTL8B
8818	RTL8C
8819	RTL8A
8820	SMIM10L2B
8821	ZNF75D
8822	ZNF449
8823	SMIM10L2A
8824	INTS6L
8825	MMGT1
8826	SLC9A6
8827	FHL1
8828	MAP7D3
8829	HTATSF1
8830	CD40LG
8831	ARHGEF6
8832	AL683813.1
8833	RBMX
8834	FGF13
8835	MCF2
8836	ATP11C
8837	LINC00632
8838	CDR1
8839	AL078639.1
8840	LDOC1
8841	SLITRK4
8842	FMR1
8843	AFF2
8844	IDS
8845	AC244197.3
8846	AC244197.2
8847	LINC00893
8848	CXORF40A
8849	TMEM185A
8850	CXORF40B
8851	LINC00894
8852	MAMLD1
8853	MTM1
8854	MTMR1
8855	CD99L2
8856	HMGB3
8857	VMA21
8858	PRRG3
8859	FATE1
8860	GABRE
8861	MAGEA12
8862	CETN2
8863	NSDHL
8864	ZNF185
8865	PNMA3
8866	PNMA6A
8867	ZNF275
8868	ZFP92
8869	TREX2
8870	HAUS7
8871	BGN
8872	CCNQ
8873	PNCK
8874	SLC6A8
8875	BCAP31
8876	ABCD1
8877	PLXNB3
8878	SRPK3
8879	IDH3G
8880	SSR4
8881	PDZD4
8882	L1CAM
8883	AVPR2
8884	ARHGAP4
8885	NAA10
8886	RENBP
8887	HCFC1
8888	TMEM187
8889	IRAK1
8890	MECP2
8891	TKTL1
8892	AC245140.1
8893	FLNA
8894	AC245140.3
8895	EMD
8896	RPL10
8897	AC245140.2
8898	DNASE1L1
8899	TAZ
8900	AC244090.1
8901	ATP6AP1
8902	GDI1
8903	FAM50A
8904	PLXNA3
8905	LAGE3
8906	UBL4A
8907	SLC10A3
8908	FAM3A
8909	G6PD
8910	IKBKG
8911	GAB3
8912	DKC1
8913	MPP1
8914	F8
8915	F8A1
8916	FUNDC2
8917	CMC4
8918	MTCP1
8919	BRCC3
8920	VBP1
8921	RAB39B
8922	CLIC2
8923	F8A2
8924	F8A3
8925	TMLHE-AS1
8926	TMLHE
8927	SPRY3
8928	VAMP7
8929	IL9R
8930	ZNF596
8931	AC004908.1
8932	AC004908.3
8933	FAM87A
8934	FBXO25
8935	AC083964.1
8936	TDRP
8937	ERICH1
8938	DLGAP2
8939	CLN8
8940	AC100810.1
8941	ARHGEF10
8942	KBTBD11-OT1
8943	AC019257.1
8944	KBTBD11
8945	MYOM2
8946	AC246817.2
8947	AC246817.1
8948	CSMD1
8949	AC016065.1
8950	MCPH1
8951	ANGPT2
8952	MCPH1-AS1
8953	AGPAT5
8954	DEFB1
8955	DEFA6
8956	FAM66B
8957	FAM66E
8958	PRAG1
8959	AC103957.2
8960	CLDN23
8961	MFHAS1
8962	ERI1
8963	PPP1R3B
8964	AC022784.3
8965	AC021242.3
8966	TNKS
8967	AC034111.1
8968	MSRA
8969	AC104964.1
8970	AC104964.4
8971	SOX7
8972	AC105001.1
8973	PINX1.1
8974	XKR6
8975	AF131215.7
8976	AF131216.4
8977	MTMR9
8978	SLC35G5
8979	AF131216.3
8980	FAM167A-AS1
8981	FAM167A
8982	BLK
8983	AC022239.1
8984	GATA4
8985	C8ORF49
8986	NEIL2
8987	FDFT1
8988	AC069185.1
8989	CTSB
8990	FAM86B1
8991	AC145124.1
8992	FAM66A
8993	AC087203.3
8994	FAM86B2
8995	LONRF1
8996	TRMT9B
8997	DLC1
8998	C8ORF48
8999	SGCZ
9000	TUSC3
9001	MSR1
9002	FGF20
9003	MICU3
9004	AC079193.2
9005	ZDHHC2
9006	CNOT7
9007	VPS37A
9008	MTMR7
9009	SLC7A2
9010	PDGFRL
9011	MTUS1
9012	AC027117.2
9013	FGL1
9014	PCM1
9015	ASAH1
9016	AC124242.1
9017	NAT1
9018	PSD3
9019	SH2D4A
9020	CSGALNACT1
9021	AC090541.1
9022	INTS10
9023	LPL
9024	SLC18A1
9025	ATP6V1B2
9026	LZTS1
9027	GFRA2
9028	DOK2
9029	XPO7
9030	NPM2
9031	FGF17
9032	DMTN
9033	FAM160B2
9034	NUDT18
9035	HR
9036	REEP4
9037	LGI3
9038	BMP1
9039	PHYHIP
9040	POLR3D
9041	PIWIL2
9042	SLC39A14
9043	PPP3CC
9044	AC037459.2
9045	SORBS3
9046	PDLIM2
9047	AC037459.1
9048	C8ORF58
9049	CCAR2
9050	AC037459.3
9051	BIN3
9052	EGR3
9053	PEBP4
9054	AC107959.1
9055	RHOBTB2
9056	TNFRSF10B
9057	AC107959.4
9058	TNFRSF10C
9059	TNFRSF10D
9060	TNFRSF10A
9061	AC100861.2
9062	CHMP7
9063	R3HCC1
9064	LOXL2
9065	ENTPD4
9066	SLC25A37
9067	NKX3-1
9068	STC1
9069	ADAM28
9070	AC120193.1
9071	ADAMDEC1
9072	NEFM
9073	DOCK5
9074	GNRH1
9075	KCTD9
9076	CDCA2
9077	PPP2R2A
9078	BNIP3L
9079	PNMA2
9080	DPYSL2
9081	ADRA1A
9082	TRIM35
9083	PTK2B
9084	EPHX2
9085	CLU
9086	SCARA3
9087	CCDC25
9088	ESCO2
9089	PBK
9090	SCARA5
9091	NUGGC
9092	ELP3
9093	AC021678.2
9094	PNOC
9095	ZNF395
9096	FBXO16
9097	FZD3
9098	EXTL3
9099	EXTL3-AS1
9100	INTS9
9101	HMBOX1
9102	KIF13B
9103	AC108449.1
9104	DUSP4
9105	LINC00589
9106	SARAF
9107	AC044849.1
9108	LEPROTL1
9109	MBOAT4
9110	AC026979.2
9111	DCTN6
9112	AC026979.3
9113	RBPMS-AS1
9114	RBPMS
9115	GTF2E2
9116	SMIM18
9117	GSR
9118	UBXN8
9119	PPP2CB
9120	PURG
9121	WRN
9122	NRG1
9123	AC090204.1
9124	AC067838.1
9125	FUT10
9126	TTI2
9127	MAK16
9128	RNF122
9129	DUSP26
9130	UNC5D
9131	ZNF703
9132	AC138356.3
9133	AC138356.1
9134	ERLIN2
9135	PLPBP
9136	ADGRA2
9137	BRF2
9138	RAB11FIP1
9139	ADRB3
9140	EIF4EBP1
9141	AP006545.2
9142	ASH2L
9143	AC084024.3
9144	LSM1
9145	BAG4
9146	DDHD2
9147	PLPP5
9148	NSD3
9149	AC087623.3
9150	LETM2
9151	FGFR1
9152	AC069120.1
9153	AC016813.1
9154	TACC1
9155	PLEKHA2
9156	HTRA4
9157	TM2D2
9158	ADAM9
9159	ADAM32
9160	IDO1
9161	IDO2
9162	TCIM
9163	AC022733.2
9164	ZMAT4
9165	SFRP1
9166	GOLGA7
9167	GINS4
9168	AC009630.1
9169	GPAT4
9170	NKX6-3
9171	ANK1
9172	AC027702.1
9173	KAT6A
9174	AC103724.3
9175	AP3M2
9176	PLAT
9177	AC083973.1
9178	IKBKB
9179	POLB
9180	DKK4
9181	VDAC3
9182	SLC20A2
9183	SMIM19
9184	THAP1
9185	RNF170
9186	HOOK3
9187	FNTA
9188	POMK
9189	HGSNAT
9190	AC120036.4
9191	SPIDR
9192	CEBPD
9193	PRKDC
9194	MCM4
9195	UBE2V2
9196	AC026904.3
9197	EFCAB1
9198	SNAI2
9199	SNTG1
9200	PXDNL
9201	PCMTD1
9202	AC064807.1
9203	AC064807.4
9204	AC064807.2
9205	ST18
9206	AC021915.1
9207	ALKAL1
9208	RB1CC1
9209	AC022034.2
9210	ATP6V1H
9211	TCEA1
9212	LYPLA1
9213	MRPL15
9214	SOX17
9215	RP1
9216	XKR4
9217	TMEM68
9218	TGS1
9219	LYN
9220	RPS20
9221	PLAG1
9222	CHCHD7
9223	AC107952.2
9224	SDR16C5
9225	IMPAD1
9226	AC104051.2
9227	FAM110B
9228	UBXN2B
9229	SDCBP
9230	NSMAF
9231	TOX
9232	AC090152.1
9233	CA8
9234	LINC01301
9235	RAB2A
9236	AC068389.4
9237	CHD7
9238	AC022182.1
9239	AC022182.2
9240	ASPH
9241	AC025524.2
9242	NKAIN3
9243	AC120042.3
9244	GGH
9245	TTPA
9246	YTHDF3-AS1
9247	YTHDF3
9248	AC011978.2
9249	AC090136.3
9250	BHLHE22
9251	CYP7B1
9252	LINC00251
9253	AC100814.1
9254	ARMC1
9255	MTFR1
9256	AC055822.1
9257	PDE7A
9258	AC100812.1
9259	DNAJC5B
9260	AC084082.1
9261	TRIM55
9262	CRH
9263	LINC00967
9264	RRS1-AS1
9265	RRS1
9266	ADHFE1
9267	VXN
9268	MYBL1
9269	VCPIP1
9270	SGK3
9271	C8ORF44
9272	MCMDC2
9273	TCF24
9274	PPP1R42
9275	COPS5
9276	CSPP1
9277	ARFGEF1
9278	AC021321.1
9279	CPA6
9280	PREX2
9281	C8ORF34-AS1
9282	C8ORF34
9283	SULF1
9284	SLCO5A1
9285	AC079089.1
9286	PRDM14
9287	NCOA2
9288	TRAM1
9289	LACTB2-AS1
9290	LACTB2
9291	XKR9
9292	EYA1
9293	MSC-AS1
9294	MSC
9295	TRPA1
9296	KCNB2
9297	AC022893.2
9298	TERF1
9299	AC022893.1
9300	SBSPON
9301	RPL7
9302	RDH10
9303	RDH10-AS1
9304	STAU2
9305	UBE2W
9306	ELOC
9307	TMEM70
9308	LY96
9309	JPH1
9310	GDAP1
9311	AC011632.1
9312	CRISPLD1
9313	HNF4G
9314	ZFHX4
9315	PEX2
9316	PKIA
9317	ZC2HC1A
9318	IL7
9319	AC083837.1
9320	STMN2
9321	HEY1
9322	LINC01607
9323	MRPS28
9324	AC009686.2
9325	TPD52
9326	AC034114.2
9327	AC009812.1
9328	ZBTB10
9329	AC009812.3
9330	AC009812.4
9331	ZNF704
9332	PAG1
9333	AC009902.3
9334	AC009902.2
9335	FABP5
9336	PMP2
9337	FABP4
9338	IMPA1
9339	SLC10A5
9340	ZFAND1
9341	CHMP4C
9342	SNX16
9343	RALYL
9344	LRRCC1
9345	AC011773.4
9346	E2F5
9347	AC011773.1
9348	C8ORF59
9349	CA13
9350	AC011773.3
9351	CA3
9352	CA3-AS1
9353	CA2
9354	AC093331.2
9355	ATP6V0D2
9356	WWP1
9357	RMDN1
9358	CPNE3
9359	MMP16
9360	AC090568.2
9361	AF117829.1
9362	RIPK2
9363	OSGIN2
9364	NBN
9365	DECR1
9366	CALB1
9367	LINC01030
9368	TMEM64
9369	NECAB1
9370	C8ORF88
9371	PIP4P2
9372	OTUD6B-AS1
9373	OTUD6B
9374	LRRC69
9375	SLC26A7
9376	RUNX1T1
9377	AC104211.2
9378	TRIQK
9379	LINC00535
9380	FAM92A
9381	AC120053.1
9382	RBM12B
9383	AC010834.2
9384	TMEM67
9385	PDP1
9386	AC084346.2
9387	CDH17
9388	GEM
9389	RAD54B
9390	FSBP
9391	VIRMA
9392	AC023632.2
9393	AC108860.2
9394	ESRP1
9395	DPY19L4
9396	INTS8
9397	CCNE2
9398	AC087752.4
9399	NDUFAF6
9400	TP53INP1
9401	MIR3150BHG
9402	PLEKHF2
9403	C8ORF37-AS1
9404	C8ORF37
9405	UQCRB
9406	AP003465.1
9407	MTERF3
9408	PTDSS1
9409	SDC2
9410	CPQ
9411	TSPYL5
9412	MTDH
9413	LAPTM4B
9414	MATN2
9415	RPL30
9416	AP003352.1
9417	ERICH5
9418	RIDA
9419	POP1
9420	NIPAL2
9421	STK3
9422	KCNS2
9423	OSR2
9424	AC104986.2
9425	VPS13B
9426	COX6C
9427	RGS22
9428	FBXO43
9429	POLR2K
9430	SPAG1
9431	RNF19A
9432	AP000424.2
9433	ANKRD46
9434	SNX31
9435	PABPC1
9436	YWHAZ
9437	AP003469.4
9438	ZNF706
9439	AP001330.5
9440	AP001207.3
9441	GRHL2
9442	NCALD
9443	RRM2B
9444	UBR5-AS1
9445	UBR5
9446	AP002852.1
9447	KLF10
9448	GASAL1
9449	AZIN1
9450	AZIN1-AS1
9451	AP003354.2
9452	ATP6V1C1
9453	BAALC-AS2
9454	BAALC
9455	BAALC-AS1
9456	AC025370.1
9457	FZD6
9458	CTHRC1
9459	AC012213.3
9460	SLC25A32
9461	DCAF13
9462	AC012213.2
9463	AC012213.1
9464	RIMS2
9465	LRP12
9466	ZFPM2
9467	AC027031.2
9468	OXR1
9469	AC090579.1
9470	ANGPT1
9471	EIF3E
9472	EMC2
9473	TMEM74
9474	AC104248.1
9475	NUDCD1
9476	ENY2
9477	PKHD1L1
9478	EBAG9
9479	SYBU
9480	LINC02237
9481	CSMD3
9482	TRPS1
9483	EIF3H
9484	UTP23
9485	RAD21
9486	RAD21-AS1
9487	AARD
9488	SLC30A8
9489	MED30
9490	EXT1
9491	SAMD12
9492	SAMD12-AS1
9493	TNFRSF11B
9494	COLEC10
9495	MAL2
9496	NOV
9497	ENPP2
9498	TAF2
9499	DSCC1
9500	AP005717.1
9501	DEPTOR
9502	AC091563.1
9503	COL14A1
9504	MRPL13
9505	MTBP
9506	SNTB1
9507	AC104958.1
9508	AC104958.2
9509	HAS2
9510	HAS2-AS1
9511	AC016405.3
9512	ZHX2
9513	DERL1
9514	TBC1D31
9515	C8ORF76
9516	ZHX1-C8ORF76
9517	ZHX1
9518	ATAD2
9519	WDYHV1
9520	FBXO32
9521	ANXA13
9522	FAM91A1
9523	FER1L6
9524	TMEM65
9525	TRMT12
9526	RNF139-AS1
9527	RNF139
9528	TATDN1
9529	AC090198.1
9530	NDUFB9
9531	MTSS1
9532	AC090922.1
9533	ZNF572
9534	AC009908.1
9535	SQLE
9536	WASHC5
9537	NSMCE2
9538	TRIB1
9539	LINC00861
9540	FAM84B
9541	PCAT1
9542	PRNCR1
9543	CASC8
9544	POU5F1B
9545	MYC
9546	PVT1
9547	GSDMC
9548	FAM49B
9549	AC022973.3
9550	ASAP1
9551	EFR3A
9552	KCNQ3
9553	LRRC6
9554	TMEM71
9555	PHF20L1
9556	AF230666.1
9557	TG
9558	SLA
9559	WISP1
9560	NDRG1
9561	ST3GAL1
9562	AC103706.1
9563	ZFAT
9564	AC083843.3
9565	AC083843.2
9566	KHDRBS3
9567	FAM135B
9568	COL22A1
9569	KCNK9
9570	TRAPPC9
9571	AC107375.1
9572	CHRAC1
9573	AGO2
9574	ERICD
9575	PTK2
9576	DENND3
9577	AC040970.1
9578	SLC45A4
9579	AC011676.1
9580	GPR20
9581	PTP4A3
9582	AC100803.3
9583	TSNARE1
9584	ADGRB1
9585	ARC
9586	JRK
9587	PSCA
9588	LY6K
9589	AC108002.1
9590	THEM6
9591	LYPD2
9592	LYNX1-SLURP2
9593	LYNX1
9594	LY6E-DT
9595	LY6E
9596	LY6H
9597	GPIHBP1
9598	ZFP41
9599	GLI4
9600	MINCR
9601	ZNF696
9602	AC138696.2
9603	TOP1MT
9604	RHPN1-AS1
9605	RHPN1
9606	MAFA
9607	ZC3H3
9608	GSDMD
9609	MROH6
9610	NAPRT
9611	AC067930.2
9612	EEF1D
9613	TIGD5
9614	PYCR3
9615	TSTA3
9616	ZNF623
9617	ZNF707
9618	MAPK15
9619	FAM83H
9620	IQANK1
9621	AC105219.4
9622	SCRIB
9623	PUF60
9624	NRBP2
9625	EPPK1
9626	PLEC
9627	PARP10
9628	GRINA
9629	OPLAH
9630	AC109322.1
9631	EXOSC4
9632	GPAA1
9633	CYC1
9634	SHARPIN
9635	MAF1
9636	WDR97
9637	HGH1
9638	MROH1
9639	BOP1
9640	SCX
9641	HSF1
9642	DGAT1
9643	AC233992.2
9644	SLC52A2
9645	FBXL6
9646	ADCK5
9647	CPSF1
9648	AC233992.3
9649	SLC39A4
9650	VPS28
9651	TONSL
9652	TONSL-AS1
9653	CYHR1
9654	KIFC2
9655	PPP1R16A
9656	GPT
9657	MFSD3
9658	RECQL4
9659	AC084125.4
9660	LRRC14
9661	LRRC24
9662	C8ORF82
9663	ARHGAP39
9664	AF186192.1
9665	ZNF251
9666	ZNF34
9667	RPL8
9668	ZNF517
9669	ZNF7
9670	COMMD5
9671	ZNF250
9672	ZNF16
9673	ZNF252P-AS1
9674	C8ORF33
9675	WASHC1
9676	PGM5P3-AS1
9677	FOXD4
9678	CBWD1
9679	C9ORF66
9680	DOCK8
9681	AL161725.1
9682	KANK1
9683	SMARCA2
9684	VLDLR-AS1
9685	VLDLR
9686	PUM3
9687	RFX3
9688	RFX3-AS1
9689	GLIS3
9690	GLIS3-AS1
9691	SLC1A1
9692	SPATA6L
9693	PLPP6
9694	CDC37L1-DT
9695	CDC37L1
9696	AK3
9697	RCL1
9698	JAK2
9699	IGHEP2
9700	RLN2
9701	RLN1
9702	PLGRKT
9703	CD274
9704	PDCD1LG2
9705	RIC1
9706	ERMP1
9707	KIAA2026
9708	MLANA
9709	RANBP6
9710	IL33
9711	UHRF2
9712	GLDC
9713	AL162411.1
9714	AL354707.2
9715	AL354707.1
9716	KDM4C
9717	DMAC1
9718	PTPRD
9719	PTPRD-AS1
9720	LURAP1L
9721	MPDZ
